GIORNO,Ora solare,VV (m/s),VVmax (m/s),DV (GN),Taria (°C),Um (%),Rs (W/m2)
04/01/20,04:00:00 AM,1.7,2.3,345,4.2,88,0
04/01/20,05:00:00 AM,2.1,2.8,2,2.8,92,0
04/01/20,06:00:00 AM,2.1,2.6,350,2.5,98,0
04/01/20,07:00:00 AM,1.7,2.3,355,1.7,98,0
04/01/20,08:00:00 AM,1.4,1.9,18,1.9,99,9
04/01/20,09:00:00 AM,2.6,3.1,324,2.4,90,128
04/01/20,10:00:00 AM,1.7,2.5,346,4.5,80,260
04/01/20,11:00:00 AM,1.3,1.9,321,6.1,71,344
04/01/20,12:00:00 PM,0.3,0.8,156,8.2,72,429
04/01/20,01:00:00 PM,1.4,1.9,271,8.8,66,298
04/01/20,02:00:00 PM,1.1,2.1,275,10,69,303
04/01/20,03:00:00 PM,2.4,3.6,215,9.1,74,217
04/01/20,04:00:00 PM,2,3.1,223,8.1,85,74
04/01/20,05:00:00 PM,1.3,2,237,7.8,83,0
04/01/20,06:00:00 PM,1.4,2.4,233,7.5,85,0
04/01/20,07:00:00 PM,2.5,2.9,252,7.3,88,0
04/01/20,08:00:00 PM,1.7,2,86,6.9,90,
04/01/20,09:00:00 PM,2.2,2.6,146,7,93,
04/01/20,10:00:00 PM,2.8,3.3,30,5.8,92,0
04/01/20,11:00:00 PM,3.5,4.5,22,5.1,93,0
05/01/20,12:00:00 AM,4.4,6,6,3.7,95,0
05/01/20,01:00:00 AM,2,2.6,345,4.8,93,
05/01/20,02:00:00 AM,2.4,3.7,329,4.4,90,
05/01/20,03:00:00 AM,2.5,3,326,5.3,83,
05/01/20,04:00:00 AM,2.1,2.6,334,5.9,79,
05/01/20,05:00:00 AM,1,1.1,356,5.9,76,0
05/01/20,06:00:00 AM,1.5,2.2,303,5.8,69,
05/01/20,07:00:00 AM,1,1.5,311,6.3,71,0
05/01/20,08:00:00 AM,0.5,0.7,343,6.6,66,10
05/01/20,09:00:00 AM,0.3,0.7,201,7.6,67,137
05/01/20,10:00:00 AM,1,1.3,259,7.5,77,266
05/01/20,11:00:00 AM,1.1,1.7,182,8.7,68,352
05/01/20,12:00:00 PM,1,1.3,148,9.5,70,385
05/01/20,01:00:00 PM,4.9,5.8,148,8.7,66,368
05/01/20,02:00:00 PM,4.5,4.9,160,9.6,76,290
05/01/20,03:00:00 PM,8.9,10.3,176,9.1,80,171
05/01/20,04:00:00 PM,8.6,10.5,176,8.8,78,45
05/01/20,05:00:00 PM,8.1,9.4,176,8.7,75,0
05/01/20,06:00:00 PM,7.3,9.3,174,8.7,76,0
05/01/20,07:00:00 PM,5.4,7.3,173,8.8,75,0
05/01/20,08:00:00 PM,1.5,2.2,9,7.6,79,0
05/01/20,09:00:00 PM,2,2.4,4,6.5,86,0
05/01/20,10:00:00 PM,2.2,3,349,6.4,84,0
05/01/20,11:00:00 PM,2,2.8,358,6.1,84,0
06/01/20,12:00:00 AM,1.5,2,9,5.2,88,0
06/01/20,01:00:00 AM,0.7,1.2,36,5.7,85,0
06/01/20,02:00:00 AM,1.6,2,71,5.9,83,0
06/01/20,03:00:00 AM,1,1.3,106,6.4,82,
06/01/20,04:00:00 AM,0.1,0.3,182,6.4,87,0
06/01/20,05:00:00 AM,0.1,0.3,,6,88,0
06/01/20,06:00:00 AM,3.2,4.2,348,3.3,91,1
06/01/20,07:00:00 AM,2.4,3.1,12,3.1,96,0
06/01/20,08:00:00 AM,2.3,2.9,5,3.7,91,6
06/01/20,09:00:00 AM,1.5,2.2,8,4.1,89,49
06/01/20,10:00:00 AM,3,3.8,14,3.5,87,90
06/01/20,11:00:00 AM,3.2,3.8,10,4,82,126
06/01/20,12:00:00 PM,2.8,3.4,17,4.2,78,176
06/01/20,01:00:00 PM,2.3,3.4,349,5.6,75,361
06/01/20,02:00:00 PM,1.5,2,29,6.3,71,281
06/01/20,03:00:00 PM,0.9,1.2,139,6.8,71,168
06/01/20,04:00:00 PM,1.6,2,187,6.8,72,46
06/01/20,05:00:00 PM,1.2,1.5,196,6.4,74,0
06/01/20,06:00:00 PM,0.6,0.7,279,6.1,77,0
06/01/20,07:00:00 PM,1.2,1.4,9,5.4,82,0
06/01/20,08:00:00 PM,0.6,0.7,96,5.1,85,0
06/01/20,09:00:00 PM,1.1,1.3,8,5,88,0
06/01/20,10:00:00 PM,1.1,1.3,12,4.8,86,0
06/01/20,11:00:00 PM,1.8,2.1,11,4.1,86,0
07/01/20,12:00:00 AM,1.3,1.9,14,3.5,79,0
07/01/20,01:00:00 AM,1.8,2.1,12,3.2,79,0
07/01/20,02:00:00 AM,1.6,2,20,2.7,76,0
07/01/20,03:00:00 AM,2.6,3.1,357,2.1,76,0
07/01/20,04:00:00 AM,2.2,2.7,4,1.9,82,0
07/01/20,05:00:00 AM,1.2,1.6,7,2.5,83,0
07/01/20,06:00:00 AM,0.8,1,347,2.4,87,0
07/01/20,07:00:00 AM,0.6,1,143,3.2,85,0
07/01/20,08:00:00 AM,2.5,3.3,254,1.7,91,12
07/01/20,09:00:00 AM,1.9,2.6,247,0.9,94,151
07/01/20,10:00:00 AM,1.3,1.7,312,2.1,88,214
07/01/20,11:00:00 AM,2.3,2.9,6,2.7,80,298
07/01/20,12:00:00 PM,0.9,1.4,171,4.3,75,347
07/01/20,01:00:00 PM,2.5,3.6,266,2.3,87,201
07/01/20,02:00:00 PM,1.8,2.4,216,1.6,94,166
07/01/20,03:00:00 PM,1.7,2.2,235,2.7,95,150
07/01/20,04:00:00 PM,3.3,4.6,269,1.7,97,33
07/01/20,05:00:00 PM,1.7,2.2,268,1,100,0
07/01/20,06:00:00 PM,1.3,1.8,267,1.2,100,0
07/01/20,07:00:00 PM,1.9,2.6,348,2.4,100,0
07/01/20,08:00:00 PM,2.2,2.8,283,2.1,98,0
07/01/20,09:00:00 PM,2.4,3.1,280,2.5,90,0
07/01/20,10:00:00 PM,2,2.7,300,2.9,90,0
07/01/20,11:00:00 PM,1.8,2.3,272,2.8,89,0
08/01/20,12:00:00 AM,2.7,4.7,304,2.3,89,0
08/01/20,01:00:00 AM,3.2,4.1,265,1.4,93,0
08/01/20,02:00:00 AM,2,2.9,280,0.6,95,0
08/01/20,03:00:00 AM,1.7,2.7,260,0.2,97,0
08/01/20,04:00:00 AM,1.7,2.9,264,-0.7,100,0
08/01/20,05:00:00 AM,2.7,3.3,266,-0.8,100,0
08/01/20,06:00:00 AM,2.2,3.1,264,-0.6,99,0
08/01/20,07:00:00 AM,1.8,2.4,274,-0.8,98,0
08/01/20,08:00:00 AM,2.1,2.8,280,-0.5,97,14
08/01/20,09:00:00 AM,1.9,2.4,263,0.5,92,192
08/01/20,10:00:00 AM,1.7,2.2,278,2.6,85,263
08/01/20,11:00:00 AM,1.5,2.8,326,4.3,73,353
08/01/20,12:00:00 PM,1.5,2,13,5.9,58,392
08/01/20,01:00:00 PM,1.3,1.7,212,6.8,62,372
08/01/20,02:00:00 PM,2.2,3.4,230,5.7,84,297
08/01/20,03:00:00 PM,2.3,3.4,259,6.3,83,189
08/01/20,04:00:00 PM,2.6,4,249,6,83,54
08/01/20,05:00:00 PM,2.2,3.6,262,5.2,89,1
08/01/20,06:00:00 PM,2.5,3.4,262,4.6,91,0
08/01/20,07:00:00 PM,2,2.9,271,3.7,95,0
08/01/20,08:00:00 PM,2,3,247,2.4,97,0
08/01/20,09:00:00 PM,2.9,3.6,269,1.8,97,0
08/01/20,10:00:00 PM,2.3,3.7,266,1.6,99,0
08/01/20,11:00:00 PM,3.3,4.4,265,1.3,98,0
09/01/20,12:00:00 AM,1.4,2.5,268,1.5,97,0
09/01/20,01:00:00 AM,2.3,3.2,269,1.5,96,0
09/01/20,02:00:00 AM,2.1,3.1,244,1.9,94,0
09/01/20,03:00:00 AM,1.2,2.1,267,1.6,96,0
09/01/20,04:00:00 AM,1,1.7,263,2.2,92,0
09/01/20,05:00:00 AM,1.3,2.2,262,2,94,0
09/01/20,06:00:00 AM,2.9,4,263,1.8,95,0
09/01/20,07:00:00 AM,1.1,2.1,266,2,95,0
09/01/20,08:00:00 AM,2.4,3.3,268,1.9,95,13
09/01/20,09:00:00 AM,3.1,4.1,264,2.5,93,89
09/01/20,10:00:00 AM,1.8,3,259,3.9,84,267
09/01/20,11:00:00 AM,1.7,2.3,197,5.5,78,345
09/01/20,12:00:00 PM,1.8,3.2,221,5,84,392
09/01/20,01:00:00 PM,2,2.7,204,5.7,84,371
09/01/20,02:00:00 PM,1.7,2.8,227,6.1,85,292
09/01/20,03:00:00 PM,2.8,3.7,210,6,82,185
09/01/20,04:00:00 PM,2.2,3.3,229,5.9,84,58
09/01/20,05:00:00 PM,2.3,3.2,215,5.1,88,1
09/01/20,06:00:00 PM,2.3,3.4,245,3.7,93,0
09/01/20,07:00:00 PM,2,2.6,250,3.1,97,0
09/01/20,08:00:00 PM,2.1,2.7,249,2.9,97,0
09/01/20,09:00:00 PM,1.6,2.4,260,2.7,98,0
09/01/20,10:00:00 PM,1.6,1.9,259,2.9,99,
09/01/20,11:00:00 PM,0.9,1.2,237,2.6,100,0
10/01/20,12:00:00 AM,1.7,2.6,270,1.9,100,0
10/01/20,01:00:00 AM,1.9,2.6,272,2.3,100,
10/01/20,02:00:00 AM,1.3,1.7,248,1.2,100,0
10/01/20,03:00:00 AM,1.3,1.7,320,2.1,100,0
10/01/20,04:00:00 AM,1.4,1.8,353,2,100,0
10/01/20,05:00:00 AM,1.5,1.9,360,1,100,0
10/01/20,06:00:00 AM,1.2,1.6,1,0.1,100,0
10/01/20,07:00:00 AM,1,1.5,347,-0.8,100,0
10/01/20,08:00:00 AM,2.5,3.1,6,-0.2,100,8
10/01/20,09:00:00 AM,1.3,1.8,49,0.8,100,61
10/01/20,10:00:00 AM,0.4,0.6,83,2.5,100,159
10/01/20,11:00:00 AM,0.3,0.6,160,3.1,100,182
10/01/20,12:00:00 PM,0.3,0.8,39,3.8,100,149
10/01/20,01:00:00 PM,0.5,0.9,32,5.5,100,353
10/01/20,02:00:00 PM,0.8,1.2,185,5.6,94,286
10/01/20,03:00:00 PM,0.4,0.6,192,5.9,92,171
10/01/20,04:00:00 PM,0.2,0.6,221,5.9,92,54
10/01/20,05:00:00 PM,1.3,1.6,216,3.6,100,1
10/01/20,06:00:00 PM,0.8,1.3,244,3.8,100,0
10/01/20,07:00:00 PM,0.7,1,255,3.6,100,0
10/01/20,08:00:00 PM,1.6,2,264,3.1,100,0
10/01/20,09:00:00 PM,1.8,2.7,267,4.2,100,0
10/01/20,10:00:00 PM,1.4,2,326,4.9,100,0
10/01/20,11:00:00 PM,2.2,3.3,333,5.1,89,0
11/01/20,12:00:00 AM,1.8,2.6,338,4.8,89,0
11/01/20,01:00:00 AM,2,2.8,350,4.1,91,0
11/01/20,02:00:00 AM,1.6,2.3,4,3.7,92,0
11/01/20,03:00:00 AM,1.7,2.4,341,3.6,90,0
11/01/20,04:00:00 AM,2.6,3.6,338,3,92,0
11/01/20,05:00:00 AM,3,3.5,1,3.5,89,0
11/01/20,06:00:00 AM,1.2,1.6,349,3.2,89,0
11/01/20,07:00:00 AM,0.7,1,337,4,88,
11/01/20,08:00:00 AM,0.9,1.2,319,4,86,10
11/01/20,09:00:00 AM,2.5,3.5,339,4.1,80,134
11/01/20,10:00:00 AM,2.6,4.3,345,5.2,75,265
11/01/20,11:00:00 AM,0.9,1.3,312,7.6,68,352
11/01/20,12:00:00 PM,2.6,3.5,309,8.9,65,397
11/01/20,01:00:00 PM,2.7,3.7,315,10.6,60,378
11/01/20,02:00:00 PM,1.8,3,336,12.2,54,304
11/01/20,03:00:00 PM,3,3.5,7,13,51,196
11/01/20,04:00:00 PM,2,2.5,347,13.1,53,64
11/01/20,05:00:00 PM,2.9,3.6,351,12.2,55,0
11/01/20,06:00:00 PM,3.9,4.9,339,11.3,58,0
11/01/20,07:00:00 PM,4.5,6,22,11,57,0
11/01/20,08:00:00 PM,3.5,4.4,60,10.1,65,0
11/01/20,09:00:00 PM,3.4,4.4,55,9,72,0
11/01/20,10:00:00 PM,3.5,4.2,43,7.6,78,0
11/01/20,11:00:00 PM,4.4,5.3,32,6.9,82,0
12/01/20,12:00:00 AM,4.5,5.7,29,6.5,81,0
